study,fold,feature,raw_predictive_drop,predictive_utility,raw_shap_mean_abs,raw_shap_cv,shap_stability,evidence_relevance,clinical_utility,label_derived_risk,definitional_overlap,target_proxy_strength,semantic_risk_max,available_at_prediction,interpretation,leakage_risk,theta_l_mean,audit_score,pre_score,uncertainty_width,pseul_category,semantic_veto,admissible_for_selection,select_score,selection_order,selected,rejection_reason
diabetes130_discharge,3,discharge_disposition_id,0.05829104459099363,0.9999827361150526,0.24149200386114086,0.07892035495543698,0.9210796450445631,0.65,0.5166666666666666,0.0,0.0,0.35,0.35,True,Available by discharge after death/hospice exclusions. Discharge disposition: encodes death/hospice; partly determines readmission.,0.2201375289689119,0.5,0.775877416510095,0.7294214006803492,0.015669393526744957,Domain-Supportive Feature,False,True,0.7294214006803492,1.0,True,
diabetes130_discharge,3,a1c_ordinal,0.003357798973229312,0.05162150398735491,0.059536512366499254,0.24340011825445387,0.7565998817455462,0.85,0.7833333333333333,0.05,0.05,0.15,0.15,True,HbA1c: actionable glycemic control marker.,0.08827132369861813,0.5,0.575139760878649,0.5658934739535318,0.0008103622372920939,Clinically Actionable Feature,False,True,0.5651058724721821,2.0,True,
diabetes130_discharge,3,age_ordinal,0.0012166243210478176,0.014656511139985649,0.08133322609642173,0.08320497990509866,0.9167950200949013,0.85,0.7166666666666667,0.0,0.0,0.05,0.05,True,Age is a stable readmission risk factor.,0.0881459188420387,0.5,0.5794226240276427,0.5701398040456594,0.00042496508076362904,Clinically Actionable Feature,False,True,0.5562178668895531,3.0,True,
diabetes130_discharge,3,number_inpatient,0.029839484256566868,0.5087982719299083,0.14004219543557936,0.08650029450464791,0.9134997054953521,0.7250000000000001,0.5833333333333334,0.0,0.0,0.35,0.35,True,Available by discharge after death/hospice exclusions. Prior inpatient visits: strong operational proxy for readmission.,0.3374977270286785,0.5,0.6624227560113763,0.5534453767869443,8.770755986513015e-08,Domain-Supportive Feature,False,True,0.5500294115076271,4.0,True,
diabetes130_discharge,3,time_in_hospital,0.013073758142019892,0.21935670523016906,0.10524750364332507,0.044612054205286245,0.9553879457947138,0.7,0.7000000000000001,0.05,0.1,0.35,0.35,True,Length of stay; utilization signal.,0.2579531291074611,0.5,0.6068846007279934,0.5572986036467354,0.0025831195284056474,Clinically Actionable Feature,False,True,0.541423122438474,5.0,True,
diabetes130_discharge,3,num_medications,0.0012967400528510235,0.016039619916306168,0.08312307517510181,0.08559216310121535,0.9144078368987847,0.7,0.7333333333333334,0.05,0.1,0.3,0.3,True,Treatment burden; clinically meaningful.,0.18714105292992453,0.5,0.5460267866879821,0.5230829657689263,0.0016015930437475899,Clinically Actionable Feature,False,True,0.4765717205498215,,False,not-in-final-subset
diabetes130_discharge,3,insulin_ordinal,0.0007640608327457611,0.006843507146583254,0.034604502835269994,0.26848948593913063,0.7315105140608693,0.7,0.7000000000000001,0.05,0.1,0.25,0.25,True,Insulin regimen change; actionable.,0.13380797424984686,0.5,0.4983551549561489,0.48584359206157507,0.0010388613894590595,Clinically Actionable Feature,False,True,0.47339577851299414,,False,not-in-final-subset
diabetes130_discharge,3,number_diagnoses,0.005639372241483839,0.09101032238937132,0.06709724783532534,0.137907213214526,0.862092786785474,0.6499999999999999,0.6166666666666666,0.0,0.0,0.35,0.35,True,Available by discharge after death/hospice exclusions. Diagnosis count: proxy for case complexity / readmission.,0.18712693345468712,0.5,0.5163883207405728,0.4947255486262369,0.0006219467622923605,Domain-Supportive Feature,False,True,0.46916148064642266,,False,not-in-final-subset
diabetes130_discharge,3,max_glu_ordinal,0.00036765485764411006,0.0,0.010020850946972805,0.3775085842558368,0.6224914157441632,0.7,0.6833333333333332,0.05,0.05,0.2,0.2,True,Serum glucose: clinical marker.,0.0956663820465949,0.5,0.4703316164821659,0.46220631925055283,0.0006294730863828856,Domain-Supportive Feature,False,True,0.4585612963555346,,False,not-in-final-subset
diabetes130_discharge,3,diabetesMed_flag,0.0029274094578600456,0.044191308911489084,0.07054471147393186,0.30660099438367255,0.6933990056163275,0.65,0.65,0.05,0.1,0.25,0.25,True,On diabetes medication; actionable.,0.15663257221379268,0.5,0.4769371937967122,0.4620088468640094,0.0008734817915545368,Domain-Supportive Feature,False,True,0.4521193451929865,,False,not-in-final-subset
